X,Y,onspostcodenospaces,X,Y,objectid,pcd2,hospcode,hospname,postcode,obs1url,ind1url,ind1value,obs2url,ind2url,ind2value,obs3url,ind3url,ind3value,obs4url,ind4url,ind4value,regionname,regioncode,IMDRank
-1.738348179,54.4049085,DL104UJ,-1.73835,54.40491,648369,DL10 4UJ,http://nhs.publishmydata.com/id/organisation/nacs/RTR07,Friary Hospital,DL10 4UJ,http://nhs.publishmydata.com/data/metric/8139/year/2016/RTR07,http://nhs.publishmydata.com/data/metric/8139,0,http://nhs.publishmydata.com/data/metric/8121/year/2016/RTR07,http://nhs.publishmydata.com/data/metric/8121,95.7,http://nhs.publishmydata.com/data/metric/8150/year/2016/RTR07,http://nhs.publishmydata.com/data/metric/8150,-16.96,http://nhs.publishmydata.com/data/metric/182/year/2016/RTR07,http://nhs.publishmydata.com/data/metric/182,72,Yorkshire and the Humber,E15000003,13347
-1.537581112,54.5248782,DL11JE,-1.53758,54.52488,646313,DL1  1JE,http://nhs.publishmydata.com/id/organisation/nacs/RXP63,Hundens Lane Day Hospital - Darlington,DL1 1JE,http://nhs.publishmydata.com/data/metric/8139/year/2016/RXP63,http://nhs.publishmydata.com/data/metric/8139,7,http://nhs.publishmydata.com/data/metric/8121/year/2016/RXP63,http://nhs.publishmydata.com/data/metric/8121,93.8,http://nhs.publishmydata.com/data/metric/8150/year/2016/RXP63,http://nhs.publishmydata.com/data/metric/8150,8.65,http://nhs.publishmydata.com/data/metric/182/year/2016/RXP63,http://nhs.publishmydata.com/data/metric/182,61,North East,E15000001,6559
-1.917567102,54.54661659,DL128ET,-1.91757,54.54662,650006,DL12 8ET,http://nhs.publishmydata.com/id/organisation/nacs/RXPCJ,Richardson Hospital,DL12 8ET,http://nhs.publishmydata.com/data/metric/8139/year/2016/RXPCJ,http://nhs.publishmydata.com/data/metric/8139,7,http://nhs.publishmydata.com/data/metric/8121/year/2016/RXPCJ,http://nhs.publishmydata.com/data/metric/8121,93.8,http://nhs.publishmydata.com/data/metric/8150/year/2016/RXPCJ,http://nhs.publishmydata.com/data/metric/8150,8.65,http://nhs.publishmydata.com/data/metric/182/year/2016/RXPCJ,http://nhs.publishmydata.com/data/metric/182,61,North East,E15000001,20176
-1.916162209,54.54571696,DL128HT,-1.91616,54.54572,650035,DL12 8HT,http://nhs.publishmydata.com/id/organisation/nacs/RXP35,New Richardson Hospital,DL12 8HT,http://nhs.publishmydata.com/data/metric/8139/year/2016/RXP35,http://nhs.publishmydata.com/data/metric/8139,7,http://nhs.publishmydata.com/data/metric/8121/year/2016/RXP35,http://nhs.publishmydata.com/data/metric/8121,93.8,http://nhs.publishmydata.com/data/metric/8150/year/2016/RXP35,http://nhs.publishmydata.com/data/metric/8150,8.65,http://nhs.publishmydata.com/data/metric/182/year/2016/RXP35,http://nhs.publishmydata.com/data/metric/182,61,North East,E15000001,11809
-2.018572551,54.74801508,DL132JR,-2.01857,54.74802,650804,DL13 2JR,http://nhs.publishmydata.com/id/organisation/nacs/RXP69,Weardale Hospital,DL13 2JR,http://nhs.publishmydata.com/data/metric/8139/year/2016/RXP69,http://nhs.publishmydata.com/data/metric/8139,7,http://nhs.publishmydata.com/data/metric/8121/year/2016/RXP69,http://nhs.publishmydata.com/data/metric/8121,93.8,http://nhs.publishmydata.com/data/metric/8150/year/2016/RXP69,http://nhs.publishmydata.com/data/metric/8150,8.65,http://nhs.publishmydata.com/data/metric/182/year/2016/RXP69,http://nhs.publishmydata.com/data/metric/182,61,North East,E15000001,16163
-1.678556917,54.65585729,DL146AD,-1.67856,54.65586,651923,DL14 6AD,http://nhs.publishmydata.com/id/organisation/nacs/RXPBA,Bishop Auckland Hospital,DL14 6AD,http://nhs.publishmydata.com/data/metric/8139/year/2016/RXPBA,http://nhs.publishmydata.com/data/metric/8139,7,http://nhs.publishmydata.com/data/metric/8121/year/2016/RXPBA,http://nhs.publishmydata.com/data/metric/8121,93.8,http://nhs.publishmydata.com/data/metric/8150/year/2016/RXPBA,http://nhs.publishmydata.com/data/metric/8150,8.65,http://nhs.publishmydata.com/data/metric/182/year/2016/RXPBA,http://nhs.publishmydata.com/data/metric/182,61,North East,E15000001,11406
-1.563741583,54.53038539,DL36HX,-1.56374,54.53039,656573,DL3  6HX,http://nhs.publishmydata.com/id/organisation/nacs/RXPDA,Darlington Memorial Hospital,DL3 6HX,http://nhs.publishmydata.com/data/metric/8139/year/2016/RXPDA,http://nhs.publishmydata.com/data/metric/8139,7,http://nhs.publishmydata.com/data/metric/8121/year/2016/RXPDA,http://nhs.publishmydata.com/data/metric/8121,93.8,http://nhs.publishmydata.com/data/metric/8150/year/2016/RXPDA,http://nhs.publishmydata.com/data/metric/8150,8.65,http://nhs.publishmydata.com/data/metric/182/year/2016/RXPDA,http://nhs.publishmydata.com/data/metric/182,61,North East,E15000001,7990
-1.430543599,54.34234304,DL61JG,-1.43054,54.34234,659181,DL6  1JG,http://nhs.publishmydata.com/id/organisation/nacs/RTR45,Friarage Hospital Site,DL6 1JG,http://nhs.publishmydata.com/data/metric/8139/year/2016/RTR45,http://nhs.publishmydata.com/data/metric/8139,0,http://nhs.publishmydata.com/data/metric/8121/year/2016/RTR45,http://nhs.publishmydata.com/data/metric/8121,95.7,http://nhs.publishmydata.com/data/metric/8150/year/2016/RTR45,http://nhs.publishmydata.com/data/metric/8150,-16.96,http://nhs.publishmydata.com/data/metric/182/year/2016/RTR45,http://nhs.publishmydata.com/data/metric/182,72,Yorkshire and the Humber,E15000003,8880
-0.874935706,53.71548312,DN146RX,-0.87494,53.71548,666877,DN14 6RX,http://nhs.publishmydata.com/id/organisation/nacs/RJL31,Goole and District Hospital,DN14 6RX,http://nhs.publishmydata.com/data/metric/8139/year/2016/RJL31,http://nhs.publishmydata.com/data/metric/8139,7,http://nhs.publishmydata.com/data/metric/8121/year/2016/RJL31,http://nhs.publishmydata.com/data/metric/8121,93.7,http://nhs.publishmydata.com/data/metric/8150/year/2016/RJL31,http://nhs.publishmydata.com/data/metric/8150,-21.27,http://nhs.publishmydata.com/data/metric/182/year/2016/RJL31,http://nhs.publishmydata.com/data/metric/182,56,Yorkshire and the Humber,E15000003,28050
-0.667602817,53.58760364,DN157BH,-0.6676,53.5876,668285,DN15 7BH,http://nhs.publishmydata.com/id/organisation/nacs/RJL32,Scunthorpe General Hospital,DN15 7BH,http://nhs.publishmydata.com/data/metric/8139/year/2016/RJL32,http://nhs.publishmydata.com/data/metric/8139,7,http://nhs.publishmydata.com/data/metric/8121/year/2016/RJL32,http://nhs.publishmydata.com/data/metric/8121,93.7,http://nhs.publishmydata.com/data/metric/8150/year/2016/RJL32,http://nhs.publishmydata.com/data/metric/8150,-21.27,http://nhs.publishmydata.com/data/metric/182/year/2016/RJL32,http://nhs.publishmydata.com/data/metric/182,56,Yorkshire and the Humber,E15000003,22349
-0.950632964,53.32547182,DN227XF,-0.95063,53.32547,675920,DN22 7XF,http://nhs.publishmydata.com/id/organisation/nacs/RP5RE,Retford Hospital,DN22 7XF,http://nhs.publishmydata.com/data/metric/8139/year/2016/RP5RE,http://nhs.publishmydata.com/data/metric/8139,0,http://nhs.publishmydata.com/data/metric/8121/year/2016/RP5RE,http://nhs.publishmydata.com/data/metric/8121,95.2,http://nhs.publishmydata.com/data/metric/8150/year/2016/RP5RE,http://nhs.publishmydata.com/data/metric/8150,0.81,http://nhs.publishmydata.com/data/metric/182/year/2016/RP5RE,http://nhs.publishmydata.com/data/metric/182,64,East Midlands,E15000004,20244
-1.109228995,53.53077079,DN25LT,-1.10923,53.53077,672188,DN2  5LT,http://nhs.publishmydata.com/id/organisation/nacs/RP5DR,Doncaster Royal Infirmary,DN2 5LT,http://nhs.publishmydata.com/data/metric/8139/year/2016/RP5DR,http://nhs.publishmydata.com/data/metric/8139,0,http://nhs.publishmydata.com/data/metric/8121/year/2016/RP5DR,http://nhs.publishmydata.com/data/metric/8121,95.2,http://nhs.publishmydata.com/data/metric/8150/year/2016/RP5DR,http://nhs.publishmydata.com/data/metric/8150,0.81,http://nhs.publishmydata.com/data/metric/182/year/2016/RP5DR,http://nhs.publishmydata.com/data/metric/182,64,Yorkshire and the Humber,E15000003,12387
-0.09623277,53.54488206,DN332BA,-0.09623,53.54488,679276,DN33 2BA,http://nhs.publishmydata.com/id/organisation/nacs/RJL30,"Diana, Princess Of Wales Hospital",DN33 2BA,http://nhs.publishmydata.com/data/metric/8139/year/2016/RJL30,http://nhs.publishmydata.com/data/metric/8139,7,http://nhs.publishmydata.com/data/metric/8121/year/2016/RJL30,http://nhs.publishmydata.com/data/metric/8121,93.7,http://nhs.publishmydata.com/data/metric/8150/year/2016/RJL30,http://nhs.publishmydata.com/data/metric/8150,-21.27,http://nhs.publishmydata.com/data/metric/182/year/2016/RJL30,http://nhs.publishmydata.com/data/metric/182,56,Yorkshire and the Humber,E15000003,24818
-2.167979439,50.86306292,DT117DD,-2.16798,50.86306,691884,DT11 7DD,http://nhs.publishmydata.com/id/organisation/nacs/RDYER,Blandford Community Hospital,DT11 7DD,http://nhs.publishmydata.com/data/metric/8139/year/2016/RDYER,http://nhs.publishmydata.com/data/metric/8139,7,http://nhs.publishmydata.com/data/metric/8121/year/2016/RDYER,http://nhs.publishmydata.com/data/metric/8121,100,http://nhs.publishmydata.com/data/metric/8150/year/2016/RDYER,http://nhs.publishmydata.com/data/metric/8150,-1.54,http://nhs.publishmydata.com/data/metric/182/year/2016/RDYER,http://nhs.publishmydata.com/data/metric/182,66,South West,E15000009,12597
-2.446934209,50.71293111,DT12JY,-2.44693,50.71293,690384,DT1  2JY,http://nhs.publishmydata.com/id/organisation/nacs/RBD01,Dorset County Hospital,DT1 2JY,http://nhs.publishmydata.com/data/metric/8139/year/2016/RBD01,http://nhs.publishmydata.com/data/metric/8139,3,http://nhs.publishmydata.com/data/metric/8121/year/2016/RBD01,http://nhs.publishmydata.com/data/metric/8121,95.4,http://nhs.publishmydata.com/data/metric/8150/year/2016/RBD01,http://nhs.publishmydata.com/data/metric/8150,-0.7,http://nhs.publishmydata.com/data/metric/182/year/2016/RBD01,http://nhs.publishmydata.com/data/metric/182,74,South West,E15000009,21249
-2.480041621,50.61522584,DT40QE,-2.48004,50.61523,694953,DT4  0QE,http://nhs.publishmydata.com/id/organisation/nacs/RDYEG,Westhaven Hospital,DT4 0QE,http://nhs.publishmydata.com/data/metric/8139/year/2016/RDYEG,http://nhs.publishmydata.com/data/metric/8139,7,http://nhs.publishmydata.com/data/metric/8121/year/2016/RDYEG,http://nhs.publishmydata.com/data/metric/8121,100,http://nhs.publishmydata.com/data/metric/8150/year/2016/RDYEG,http://nhs.publishmydata.com/data/metric/8150,-1.54,http://nhs.publishmydata.com/data/metric/182/year/2016/RDYEG,http://nhs.publishmydata.com/data/metric/182,66,South West,E15000009,10417
-2.451008502,50.62102547,DT47TB,-2.45101,50.62103,695448,DT4  7TB,http://nhs.publishmydata.com/id/organisation/nacs/RDYEF,Weymouth Community Hospital,DT4 7TB,http://nhs.publishmydata.com/data/metric/8139/year/2016/RDYEF,http://nhs.publishmydata.com/data/metric/8139,7,http://nhs.publishmydata.com/data/metric/8121/year/2016/RDYEF,http://nhs.publishmydata.com/data/metric/8121,100,http://nhs.publishmydata.com/data/metric/8150/year/2016/RDYEF,http://nhs.publishmydata.com/data/metric/8150,-1.54,http://nhs.publishmydata.com/data/metric/182/year/2016/RDYEF,http://nhs.publishmydata.com/data/metric/182,66,South West,E15000009,8441
-2.444818422,50.56580504,DT51AX,-2.44482,50.56581,696229,DT5  1AX,http://nhs.publishmydata.com/id/organisation/nacs/RDYEH,Portland Hospital,DT5 1AX,http://nhs.publishmydata.com/data/metric/8139/year/2016/RDYEH,http://nhs.publishmydata.com/data/metric/8139,7,http://nhs.publishmydata.com/data/metric/8121/year/2016/RDYEH,http://nhs.publishmydata.com/data/metric/8121,100,http://nhs.publishmydata.com/data/metric/8150/year/2016/RDYEH,http://nhs.publishmydata.com/data/metric/8150,-1.54,http://nhs.publishmydata.com/data/metric/182/year/2016/RDYEH,http://nhs.publishmydata.com/data/metric/182,66,South West,E15000009,1564
-2.769928655,50.74159421,DT65DR,-2.76993,50.74159,697256,DT6  5DR,http://nhs.publishmydata.com/id/organisation/nacs/RDYYQ,Greenfields Day Hospital,DT6 5DR,http://nhs.publishmydata.com/data/metric/8139/year/2016/RDYYQ,http://nhs.publishmydata.com/data/metric/8139,7,http://nhs.publishmydata.com/data/metric/8121/year/2016/RDYYQ,http://nhs.publishmydata.com/data/metric/8121,100,http://nhs.publishmydata.com/data/metric/8150/year/2016/RDYYQ,http://nhs.publishmydata.com/data/metric/8150,-1.54,http://nhs.publishmydata.com/data/metric/182/year/2016/RDYYQ,http://nhs.publishmydata.com/data/metric/182,66,South West,E15000009,13876
-2.769928655,50.74159421,DT65DR,-2.76993,50.74159,697256,DT6  5DR,http://nhs.publishmydata.com/id/organisation/nacs/RDYEJ,Bridport Community Hospital,DT6 5DR,http://nhs.publishmydata.com/data/metric/8139/year/2016/RDYEJ,http://nhs.publishmydata.com/data/metric/8139,7,http://nhs.publishmydata.com/data/metric/8121/year/2016/RDYEJ,http://nhs.publishmydata.com/data/metric/8121,100,http://nhs.publishmydata.com/data/metric/8150/year/2016/RDYEJ,http://nhs.publishmydata.com/data/metric/8150,-1.54,http://nhs.publishmydata.com/data/metric/182/year/2016/RDYEJ,http://nhs.publishmydata.com/data/metric/182,66,South West,E15000009,13876
-2.519840492,50.94965813,DT93JU,-2.51984,50.94966,698493,DT9  3JU,http://nhs.publishmydata.com/id/organisation/nacs/RDYFC,Yeatman Hospital,DT9 3JU,http://nhs.publishmydata.com/data/metric/8139/year/2016/RDYFC,http://nhs.publishmydata.com/data/metric/8139,7,http://nhs.publishmydata.com/data/metric/8121/year/2016/RDYFC,http://nhs.publishmydata.com/data/metric/8121,100,http://nhs.publishmydata.com/data/metric/8150/year/2016/RDYFC,http://nhs.publishmydata.com/data/metric/8150,-1.54,http://nhs.publishmydata.com/data/metric/182/year/2016/RDYFC,http://nhs.publishmydata.com/data/metric/182,66,South West,E15000009,26637
-2.261331927,52.38518343,DY116RJ,-2.26133,52.38518,702394,DY11 6RJ,http://nhs.publishmydata.com/id/organisation/nacs/RWP31,Kidderminster Hospital & Treatment Centre,DY11 6RJ,http://nhs.publishmydata.com/data/metric/8139/year/2016/RWP31,http://nhs.publishmydata.com/data/metric/8139,8,http://nhs.publishmydata.com/data/metric/8121/year/2016/RWP31,http://nhs.publishmydata.com/data/metric/8121,90,http://nhs.publishmydata.com/data/metric/8150/year/2016/RWP31,http://nhs.publishmydata.com/data/metric/8150,-29.2,http://nhs.publishmydata.com/data/metric/182/year/2016/RWP31,http://nhs.publishmydata.com/data/metric/182,56,West Midlands,E15000005,17411
-2.261331927,52.38518343,DY116RJ,-2.26133,52.38518,702394,DY11 6RJ,http://nhs.publishmydata.com/id/organisation/nacs/RWPTC,Kidderminster Treatment Centre - Acute Trust,DY11 6RJ,http://nhs.publishmydata.com/data/metric/8139/year/2016/RWPTC,http://nhs.publishmydata.com/data/metric/8139,8,http://nhs.publishmydata.com/data/metric/8121/year/2016/RWPTC,http://nhs.publishmydata.com/data/metric/8121,90,http://nhs.publishmydata.com/data/metric/8150/year/2016/RWPTC,http://nhs.publishmydata.com/data/metric/8150,-29.2,http://nhs.publishmydata.com/data/metric/182/year/2016/RWPTC,http://nhs.publishmydata.com/data/metric/182,56,West Midlands,E15000005,17411
-2.118511607,52.50295866,DY12HQ,-2.11851,52.50296,699749,DY1  2HQ,http://nhs.publishmydata.com/id/organisation/nacs/RNA01,Russells Hall Hospital,DY1 2HQ,http://nhs.publishmydata.com/data/metric/8139/year/2016/RNA01,http://nhs.publishmydata.com/data/metric/8139,5,http://nhs.publishmydata.com/data/metric/8121/year/2016/RNA01,http://nhs.publishmydata.com/data/metric/8121,98.8,http://nhs.publishmydata.com/data/metric/8150/year/2016/RNA01,http://nhs.publishmydata.com/data/metric/8150,-8.12,http://nhs.publishmydata.com/data/metric/182/year/2016/RNA01,http://nhs.publishmydata.com/data/metric/182,75,West Midlands,E15000005,9343
-2.072619718,52.51909714,DY14SE,-2.07262,52.5191,700379,DY1  4SE,http://nhs.publishmydata.com/id/organisation/nacs/RNA02,Guest Hospital,DY1 4SE,http://nhs.publishmydata.com/data/metric/8139/year/2016/RNA02,http://nhs.publishmydata.com/data/metric/8139,5,http://nhs.publishmydata.com/data/metric/8121/year/2016/RNA02,http://nhs.publishmydata.com/data/metric/8121,98.8,http://nhs.publishmydata.com/data/metric/8150/year/2016/RNA02,http://nhs.publishmydata.com/data/metric/8150,-8.12,http://nhs.publishmydata.com/data/metric/182/year/2016/RNA02,http://nhs.publishmydata.com/data/metric/182,75,West Midlands,E15000005,6585
-2.146391611,52.46542073,DY84JB,-2.14639,52.46542,711932,DY8  4JB,http://nhs.publishmydata.com/id/organisation/nacs/RNA04,Corbett Hospital,DY8 4JB,http://nhs.publishmydata.com/data/metric/8139/year/2016/RNA04,http://nhs.publishmydata.com/data/metric/8139,5,http://nhs.publishmydata.com/data/metric/8121/year/2016/RNA04,http://nhs.publishmydata.com/data/metric/8121,98.8,http://nhs.publishmydata.com/data/metric/8150/year/2016/RNA04,http://nhs.publishmydata.com/data/metric/8150,-8.12,http://nhs.publishmydata.com/data/metric/182/year/2016/RNA04,http://nhs.publishmydata.com/data/metric/182,75,West Midlands,E15000005,13474
0.002665695,51.5788328,E111NR,0.00267,51.57883,717826,E11  1NR,http://nhs.publishmydata.com/id/organisation/nacs/R1HKH,Whipps Cross University Hospital,E11 1NR,http://nhs.publishmydata.com/data/metric/8139/year/2016/R1HKH,http://nhs.publishmydata.com/data/metric/8139,6,http://nhs.publishmydata.com/data/metric/8121/year/2016/R1HKH,http://nhs.publishmydata.com/data/metric/8121,86.5,http://nhs.publishmydata.com/data/metric/8150/year/2016/R1HKH,http://nhs.publishmydata.com/data/metric/8150,-127.58,http://nhs.publishmydata.com/data/metric/182/year/2016/R1HKH,http://nhs.publishmydata.com/data/metric/182,56,London,E15000007,14568
-0.059200949,51.51903726,E11BZ,-0.0592,51.51904,713970,E1   1BZ,http://nhs.publishmydata.com/id/organisation/nacs/R1H12,The Royal London Hospital,E1 1BZ,http://nhs.publishmydata.com/data/metric/8139/year/2016/R1H12,http://nhs.publishmydata.com/data/metric/8139,6,http://nhs.publishmydata.com/data/metric/8121/year/2016/R1H12,http://nhs.publishmydata.com/data/metric/8121,86.5,http://nhs.publishmydata.com/data/metric/8150/year/2016/R1H12,http://nhs.publishmydata.com/data/metric/8150,-127.58,http://nhs.publishmydata.com/data/metric/182/year/2016/R1H12,http://nhs.publishmydata.com/data/metric/182,56,London,E15000007,2643
0.034744529,51.52277739,E138SL,0.03474,51.52278,720371,E13  8SL,http://nhs.publishmydata.com/id/organisation/nacs/R1HNH,Newham General Hospital,E13 8SL,http://nhs.publishmydata.com/data/metric/8139/year/2016/R1HNH,http://nhs.publishmydata.com/data/metric/8139,6,http://nhs.publishmydata.com/data/metric/8121/year/2016/R1HNH,http://nhs.publishmydata.com/data/metric/8121,86.5,http://nhs.publishmydata.com/data/metric/8150/year/2016/R1HNH,http://nhs.publishmydata.com/data/metric/8150,-127.58,http://nhs.publishmydata.com/data/metric/182/year/2016/R1HNH,http://nhs.publishmydata.com/data/metric/182,56,London,E15000007,9284
-0.042179115,51.52504916,E14DG,-0.04218,51.52505,714754,E1   4DG,http://nhs.publishmydata.com/id/organisation/nacs/R1H13,Mile End Hospital,E1 4DG,http://nhs.publishmydata.com/data/metric/8139/year/2016/R1H13,http://nhs.publishmydata.com/data/metric/8139,6,http://nhs.publishmydata.com/data/metric/8121/year/2016/R1H13,http://nhs.publishmydata.com/data/metric/8121,86.5,http://nhs.publishmydata.com/data/metric/8150/year/2016/R1H13,http://nhs.publishmydata.com/data/metric/8150,-127.58,http://nhs.publishmydata.com/data/metric/182/year/2016/R1H13,http://nhs.publishmydata.com/data/metric/182,56,London,E15000007,9309
-0.005547662,51.54813715,E201AS,-0.00555,51.54814,731419,E20  1AS,http://nhs.publishmydata.com/id/organisation/nacs/RP629,Moorfields At Sir Ludwig Guttmann Health And Wellbeing Centre,E20 1AS,http://nhs.publishmydata.com/data/metric/8139/year/2016/RP629,http://nhs.publishmydata.com/data/metric/8139,8,http://nhs.publishmydata.com/data/metric/8121/year/2016/RP629,http://nhs.publishmydata.com/data/metric/8121,96.7,http://nhs.publishmydata.com/data/metric/8150/year/2016/RP629,http://nhs.publishmydata.com/data/metric/8150,-30.66,http://nhs.publishmydata.com/data/metric/182/year/2016/RP629,http://nhs.publishmydata.com/data/metric/182,91,London,E15000007,7511
-0.046071611,51.55063509,E96SR,-0.04607,51.55064,740371,E9   6SR,http://nhs.publishmydata.com/id/organisation/nacs/RQXM1,Homerton University Hospital Foundation Trust,E9 6SR,http://nhs.publishmydata.com/data/metric/8139/year/2016/RQXM1,http://nhs.publishmydata.com/data/metric/8139,12,http://nhs.publishmydata.com/data/metric/8121/year/2016/RQXM1,http://nhs.publishmydata.com/data/metric/8121,95.3,http://nhs.publishmydata.com/data/metric/8150/year/2016/RQXM1,http://nhs.publishmydata.com/data/metric/8150,-2.86,http://nhs.publishmydata.com/data/metric/182/year/2016/RQXM1,http://nhs.publishmydata.com/data/metric/182,74,London,E15000007,2673
-0.100378378,51.51775143,EC1A7BE,-0.10038,51.51775,741222,EC1A 7BE,http://nhs.publishmydata.com/id/organisation/nacs/R1HM0,St Bartholomew's Hospital,EC1A 7BE,http://nhs.publishmydata.com/data/metric/8139/year/2016/R1HM0,http://nhs.publishmydata.com/data/metric/8139,6,http://nhs.publishmydata.com/data/metric/8121/year/2016/R1HM0,http://nhs.publishmydata.com/data/metric/8121,86.5,http://nhs.publishmydata.com/data/metric/8150/year/2016/R1HM0,http://nhs.publishmydata.com/data/metric/8150,-127.58,http://nhs.publishmydata.com/data/metric/182/year/2016/R1HM0,http://nhs.publishmydata.com/data/metric/182,56,London,E15000007,18868
-0.089862359,51.52724772,EC1V2PD,-0.08986,51.52725,743753,EC1V 2PD,http://nhs.publishmydata.com/id/organisation/nacs/RP601,Moorfields Eye Hospital (City Road),EC1V 2PD,http://nhs.publishmydata.com/data/metric/8139/year/2016/RP601,http://nhs.publishmydata.com/data/metric/8139,8,http://nhs.publishmydata.com/data/metric/8121/year/2016/RP601,http://nhs.publishmydata.com/data/metric/8121,96.7,http://nhs.publishmydata.com/data/metric/8150/year/2016/RP601,http://nhs.publishmydata.com/data/metric/8150,-30.66,http://nhs.publishmydata.com/data/metric/182/year/2016/RP601,http://nhs.publishmydata.com/data/metric/182,91,London,E15000007,6753
-0.1028692,51.66680646,EN28JL,-0.10287,51.66681,789008,EN2  8JL,http://nhs.publishmydata.com/id/organisation/nacs/RALC7,Chase Farm Hospital,EN2 8JL,http://nhs.publishmydata.com/data/metric/8139/year/2016/RALC7,http://nhs.publishmydata.com/data/metric/8139,4,http://nhs.publishmydata.com/data/metric/8121/year/2016/RALC7,http://nhs.publishmydata.com/data/metric/8121,93.4,http://nhs.publishmydata.com/data/metric/8150/year/2016/RALC7,http://nhs.publishmydata.com/data/metric/8150,160.78,http://nhs.publishmydata.com/data/metric/182/year/2016/RALC7,http://nhs.publishmydata.com/data/metric/182,72,London,E15000007,8533
-0.214126994,51.65072878,EN53DJ,-0.21413,51.65073,792239,EN5  3DJ,http://nhs.publishmydata.com/id/organisation/nacs/RAL26,Barnet Hospital,EN5 3DJ,http://nhs.publishmydata.com/data/metric/8139/year/2016/RAL26,http://nhs.publishmydata.com/data/metric/8139,4,http://nhs.publishmydata.com/data/metric/8121/year/2016/RAL26,http://nhs.publishmydata.com/data/metric/8121,93.4,http://nhs.publishmydata.com/data/metric/8150/year/2016/RAL26,http://nhs.publishmydata.com/data/metric/8150,160.78,http://nhs.publishmydata.com/data/metric/182/year/2016/RAL26,http://nhs.publishmydata.com/data/metric/182,72,London,E15000007,19073
-3.514038866,50.72437606,EX12ED,-3.51404,50.72438,797969,EX1  2ED,http://nhs.publishmydata.com/id/organisation/nacs/RH802,Heavitree Hospital,EX1 2ED,http://nhs.publishmydata.com/data/metric/8139/year/2016/RH802,http://nhs.publishmydata.com/data/metric/8139,4,http://nhs.publishmydata.com/data/metric/8121/year/2016/RH802,http://nhs.publishmydata.com/data/metric/8121,93.3,http://nhs.publishmydata.com/data/metric/8150/year/2016/RH802,http://nhs.publishmydata.com/data/metric/8150,-11.21,http://nhs.publishmydata.com/data/metric/182/year/2016/RH802,http://nhs.publishmydata.com/data/metric/182,81,South West,E15000009,2584
-4.349689967,50.81831362,EX226JQ,-4.34969,50.81831,810956,EX22 6JQ,http://nhs.publishmydata.com/id/organisation/nacs/RBZ92,Holsworthy Hospital,EX22 6JQ,http://nhs.publishmydata.com/data/metric/8139/year/2016/RBZ92,http://nhs.publishmydata.com/data/metric/8139,5,http://nhs.publishmydata.com/data/metric/8121/year/2016/RBZ92,http://nhs.publishmydata.com/data/metric/8121,95.8,http://nhs.publishmydata.com/data/metric/8150/year/2016/RBZ92,http://nhs.publishmydata.com/data/metric/8150,4.53,http://nhs.publishmydata.com/data/metric/182/year/2016/RBZ92,http://nhs.publishmydata.com/data/metric/182,77,South West,E15000009,10889
-3.506694047,50.71669192,EX25DW,-3.50669,50.71669,807960,EX2  5DW,http://nhs.publishmydata.com/id/organisation/nacs/RH801,Royal Devon and Exeter Hospital (Wonford),EX2 5DW,http://nhs.publishmydata.com/data/metric/8139/year/2016/RH801,http://nhs.publishmydata.com/data/metric/8139,4,http://nhs.publishmydata.com/data/metric/8121/year/2016/RH801,http://nhs.publishmydata.com/data/metric/8121,93.3,http://nhs.publishmydata.com/data/metric/8150/year/2016/RH801,http://nhs.publishmydata.com/data/metric/8150,-11.21,http://nhs.publishmydata.com/data/metric/182/year/2016/RH801,http://nhs.publishmydata.com/data/metric/182,81,South West,E15000009,12446
-4.050454434,51.09216581,EX314JB,-4.05045,51.09217,813705,EX31 4JB,http://nhs.publishmydata.com/id/organisation/nacs/RBZ12,North Devon District Hospital,EX31 4JB,http://nhs.publishmydata.com/data/metric/8139/year/2016/RBZ12,http://nhs.publishmydata.com/data/metric/8139,5,http://nhs.publishmydata.com/data/metric/8121/year/2016/RBZ12,http://nhs.publishmydata.com/data/metric/8121,95.8,http://nhs.publishmydata.com/data/metric/8150/year/2016/RBZ12,http://nhs.publishmydata.com/data/metric/8150,4.53,http://nhs.publishmydata.com/data/metric/182/year/2016/RBZ12,http://nhs.publishmydata.com/data/metric/182,77,South West,E15000009,10366
-4.124443964,51.20451314,EX348JF,-4.12444,51.20451,815798,EX34 8JF,http://nhs.publishmydata.com/id/organisation/nacs/RBZ91,Ilfracombe Tyrrell Hospital,EX34 8JF,http://nhs.publishmydata.com/data/metric/8139/year/2016/RBZ91,http://nhs.publishmydata.com/data/metric/8139,5,http://nhs.publishmydata.com/data/metric/8121/year/2016/RBZ91,http://nhs.publishmydata.com/data/metric/8121,95.8,http://nhs.publishmydata.com/data/metric/8150/year/2016/RBZ91,http://nhs.publishmydata.com/data/metric/8150,4.53,http://nhs.publishmydata.com/data/metric/182/year/2016/RBZ91,http://nhs.publishmydata.com/data/metric/182,77,South West,E15000009,10737
